class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
BYE,0.5859464406967163,0.25272560119628906,-0.840377688407898,1.0,0.6016635298728943,0.1571914553642273,-0.8383828401565552,1.0,0.6185594797134399,0.14830029010772705,-0.8384909629821777,0.9999493360519409,0.6355658769607544,0.13920605182647705,-0.8387849926948547,1.0,0.5585977435112,0.17307406663894653,-0.8262810707092285,1.0,0.5420504212379456,0.1765533685684204,-0.8265844583511353,0.999895453453064,0.5254891514778137,0.18040071427822113,-0.8270203471183777,1.0,0.6669797897338867,0.13136202096939087,-0.6633618474006653,0.9999428987503052,0.5131100416183472,0.18658782541751862,-0.6118382811546326,0.9998422861099243,0.6264308094978333,0.2832101583480835,-0.761365532875061,0.9995762705802917,0.5655922889709473,0.30551326274871826,-0.7450913786888123,0.9993558526039124,0.7972080707550049,0.32018476724624634,-0.5162873268127441,0.9975036978721619,0.4730185866355896,0.4398152530193329,-0.4073816239833832,0.9917688369750977,0.9478416442871094,0.6258973479270935,-0.4781967103481293,0.8626208901405334,0.49987030029296875,0.7785331010818481,-0.1887035071849823,0.6682033538818359,0.9987804293632507,0.7890342473983765,-0.5608780384063721,0.18682970106601715,0.5426790118217468,0.8937893509864807,-0.09782399237155914,0.44941750168800354,1.0177712440490723,0.8371731042861938,-0.5991161465644836,0.11969715356826782,0.5537136793136597,0.9421333074569702,-0.13539613783359528,0.39814266562461853,0.9987026453018188,0.8157699704170227,-0.6215980648994446,0.1491713970899582,0.5658866167068481,0.9082119464874268,-0.15777568519115448,0.4360715448856354,0.9798749685287476,0.8045415878295898,-0.5739870071411133,0.183479443192482,0.5744620561599731,0.8822512030601501,-0.10878243297338486,0.47557762265205383,0.7981024980545044,0.9551581740379333,-0.053565334528684616,0.9222988486289978,0.636286199092865,1.0081725120544434,0.055039070546627045,0.8208815455436707,0.7939113974571228,1.3701374530792236,0.1742529720067978,0.11910517513751984,0.6480985283851624,1.3939629793167114,0.23750023543834686,0.04188914597034454,0.7903957366943359,1.7058048248291016,0.5722823739051819,0.02297923155128956,0.6565131545066833,1.7211445569992065,0.7179752588272095,0.005172302480787039,0.7932498455047607,1.742139220237732,0.6034700870513916,0.0575113408267498,0.6607557535171509,1.759889841079712,0.754399299621582,0.01781722716987133,0.7787211537361145,1.8923540115356445,0.42064279317855835,0.014572091400623322,0.6650861501693726,1.8931725025177002,0.5879244804382324,0.006051590666174889
BYE,0.5803364515304565,0.2497043013572693,-0.6025735139846802,1.0,0.5992537140846252,0.1561645269393921,-0.6018325090408325,1.0,0.6163173913955688,0.1482866257429123,-0.6019190549850464,0.9999686479568481,0.6335471868515015,0.1397106945514679,-0.6020066738128662,1.0,0.5552993416786194,0.1688268482685089,-0.5895001292228699,1.0,0.5389189720153809,0.17101484537124634,-0.5898776054382324,0.9999481439590454,0.5225156545639038,0.17346015572547913,-0.5903252959251404,1.0,0.6651350259780884,0.1377895474433899,-0.4424874782562256,0.9999485015869141,0.5098379850387573,0.1816423386335373,-0.38870754837989807,0.9999252557754517,0.6198835968971252,0.2845378816127777,-0.5298000574111938,0.9997593760490417,0.5592105388641357,0.3035815358161926,-0.5133944749832153,0.9996968507766724,0.7871038317680359,0.31825879216194153,-0.32039958238601685,0.9994099140167236,0.4631417393684387,0.46047544479370117,-0.23243267834186554,0.9952353835105896,0.910427451133728,0.5507649779319763,-0.30667418241500854,0.5665632486343384,0.4737979769706726,0.838706910610199,-0.14364710450172424,0.5356571078300476,0.9176892042160034,0.6711093187332153,-0.455463707447052,0.09726482629776001,0.4999687671661377,1.0284498929977417,-0.1708393692970276,0.16218800842761993,0.9292036890983582,0.7119626402854919,-0.5028001070022583,0.07943378388881683,0.4991355836391449,1.0906096696853638,-0.2031284123659134,0.14213450253009796,0.9035714864730835,0.6974009275436401,-0.5056374073028564,0.10793587565422058,0.5137246251106262,1.0731654167175293,-0.23796847462654114,0.1770760864019394,0.889335036277771,0.6878818869590759,-0.46337270736694336,0.12336234748363495,0.5284672975540161,1.0424902439117432,-0.1879572719335556,0.2064576894044876,0.7931384444236755,1.004532814025879,-0.048725150525569916,0.13043785095214844,0.6142928600311279,1.064168930053711,0.049939773976802826,0.04953135550022125,0.7947013974189758,1.478497862815857,0.027466539293527603,0.006599811837077141,0.621975302696228,1.5060055255889893,0.09168728440999985,0.0032963177654892206,0.7992511987686157,1.8648375272750854,0.345701664686203,0.0024575372226536274,0.6294463872909546,1.887284517288208,0.4394156038761139,0.0006673704483546317,0.8035745620727539,1.913931131362915,0.36618873476982117,0.008380738086998463,0.633323609828949,1.9382147789001465,0.4590034484863281,0.0021641210187226534,0.7836803197860718,2.048884868621826,0.16861075162887573,0.002350137336179614,0.6381158232688904,2.058068037033081,0.27047300338745117,0.0008578540291637182
BYE,0.5762558579444885,0.24376116693019867,-0.5615019798278809,1.0,0.5974529385566711,0.15659886598587036,-0.5511780977249146,1.0,0.6135402917861938,0.15154008567333221,-0.5512170791625977,0.9999922513961792,0.629785418510437,0.14631304144859314,-0.5511164665222168,1.0,0.5565975904464722,0.16914881765842438,-0.5355536937713623,1.0,0.5416109561920166,0.17088475823402405,-0.5359959602355957,0.999987006187439,0.5263562202453613,0.1727650910615921,-0.5364542007446289,1.0,0.6632431149482727,0.15528835356235504,-0.3912661671638489,0.999976634979248,0.5125572681427002,0.18316249549388885,-0.31956425309181213,0.9999865293502808,0.6147071719169617,0.2847850024700165,-0.4948349893093109,0.9998981952667236,0.5589562058448792,0.2981209456920624,-0.4733336567878723,0.9999028444290161,0.7810873985290527,0.336116760969162,-0.2685159742832184,0.9991968274116516,0.47113460302352905,0.46998468041419983,-0.17902222275733948,0.9973753690719604,0.9276202917098999,0.5533716678619385,-0.35676875710487366,0.828494668006897,0.4862573742866516,0.8540810346603394,-0.12392140924930573,0.5034359097480774,0.9581766128540039,0.4312123656272888,-0.5999916791915894,0.5876501798629761,0.501251220703125,1.0082076787948608,-0.19372467696666718,0.31160473823547363,0.974531352519989,0.3898164629936218,-0.665494978427887,0.5217322111129761,0.49974551796913147,1.0572947263717651,-0.21704182028770447,0.3035062849521637,0.954277515411377,0.3599437177181244,-0.6580536961555481,0.6023622751235962,0.50847327709198,1.0340991020202637,-0.2557881772518158,0.3592109680175781,0.9378829002380371,0.3813804090023041,-0.6097995042800903,0.6316652894020081,0.5226470232009888,1.0071907043457031,-0.21138989925384521,0.4027364253997803,0.7818792462348938,1.0258909463882446,-0.0497853085398674,0.10671809315681458,0.6078037023544312,1.0749869346618652,0.05105720832943916,0.03658662363886833,0.7678717970848083,1.4965896606445312,0.006190172396600246,0.004469587001949549,0.607278048992157,1.5089945793151855,0.09235194325447083,0.005243669264018536,0.7671564221382141,1.8834474086761475,0.30176663398742676,0.003502829233184457,0.6044665575027466,1.8921509981155396,0.4196695387363434,0.0012852295767515898,0.7705636620521545,1.9310145378112793,0.3189663290977478,0.00962294451892376,0.6064878106117249,1.9434826374053955,0.4365544319152832,0.003372596576809883,0.7434455156326294,2.0555365085601807,0.11337362229824066,0.004426893778145313,0.6107653975486755,2.0564427375793457,0.25252652168273926,0.0017800565110519528
BYE,0.5729321837425232,0.23916183412075043,-0.5371230840682983,1.0,0.5972721576690674,0.15742608904838562,-0.5210479497909546,1.0,0.6133343577384949,0.15510593354701996,-0.5212020874023438,0.9999953508377075,0.6295366287231445,0.15277093648910522,-0.5212270617485046,1.0,0.5567218065261841,0.16695234179496765,-0.5100749731063843,1.0,0.5419986248016357,0.16698482632637024,-0.5103965997695923,0.9999904632568359,0.5270712375640869,0.16700376570224762,-0.5107401013374329,1.0,0.6620547771453857,0.16909073293209076,-0.3462789058685303,0.9999855756759644,0.5142741799354553,0.18101836740970612,-0.29714077711105347,0.9999854564666748,0.6087946891784668,0.2848987877368927,-0.4662509560585022,0.9998959302902222,0.5536772012710571,0.2932814359664917,-0.4517996907234192,0.999900221824646,0.7682566046714783,0.3653247356414795,-0.23246005177497864,0.9992068409919739,0.46857839822769165,0.4649617075920105,-0.16088762879371643,0.9930359721183777,0.9309555888175964,0.5907701849937439,-0.3379650413990021,0.9063823223114014,0.476784884929657,0.8341387510299683,-0.1371677815914154,0.34616073966026306,0.9443143606185913,0.4212084114551544,-0.6002839803695679,0.8206882476806641,0.5078443288803101,0.9793485999107361,-0.2263464629650116,0.15922419726848602,0.9497377276420593,0.36800524592399597,-0.6709413528442383,0.7610801458358765,0.5099949836730957,1.029455304145813,-0.2617742419242859,0.16001632809638977,0.9308382868766785,0.32133784890174866,-0.6560071706771851,0.7996898889541626,0.523141622543335,1.00075364112854,-0.29026132822036743,0.19425301253795624,0.9175537824630737,0.3489503562450409,-0.6063839793205261,0.8028560876846313,0.5337013006210327,0.9748144149780273,-0.24214370548725128,0.22728870809078217,0.7619486451148987,1.0469467639923096,-0.047318290919065475,0.09572157263755798,0.589526355266571,1.0811378955841064,0.0485103502869606,0.02815106324851513,0.7513055205345154,1.513218641281128,0.01878230646252632,0.006346218287944794,0.5836151242256165,1.517648458480835,0.09335510432720184,0.004120708908885717,0.744640052318573,1.903851866722107,0.32110971212387085,0.0026216418482363224,0.5761573314666748,1.8998136520385742,0.4329129159450531,0.0009570504771545529,0.7471835017204285,1.9507979154586792,0.3400953710079193,0.008495796471834183,0.5783745050430298,1.9501423835754395,0.45142239332199097,0.0029956530779600143,0.7188871502876282,2.0829763412475586,0.1479065716266632,0.003382141934707761,0.5789122581481934,2.0686395168304443,0.2775087356567383,0.0014154965756461024
BYE,0.5725146532058716,0.24055445194244385,-0.581761360168457,1.0,0.5970411896705627,0.15917064249515533,-0.5742369890213013,1.0,0.6131266355514526,0.15717366337776184,-0.5741791725158691,0.9999988079071045,0.6293740272521973,0.15455032885074615,-0.5741522312164307,1.0,0.5567954778671265,0.16750968992710114,-0.55511075258255,1.0,0.5421739220619202,0.16783639788627625,-0.5554590821266174,0.9999971389770508,0.5270787477493286,0.16819898784160614,-0.5558556318283081,1.0,0.6634303331375122,0.16511499881744385,-0.41416722536087036,0.9999983310699463,0.5199190378189087,0.18018335103988647,-0.3217438757419586,0.9999974966049194,0.6102633476257324,0.2851717472076416,-0.514117419719696,0.9999842643737793,0.5554816126823425,0.29334715008735657,-0.4864930212497711,0.9999780654907227,0.7766640782356262,0.3526633679866791,-0.2691816985607147,0.9998726844787598,0.4716533124446869,0.46192750334739685,-0.18841147422790527,0.9987775683403015,0.9271875619888306,0.4334445595741272,-0.31766146421432495,0.8678064942359924,0.4628109037876129,0.8316939473152161,-0.0906459242105484,0.4448690712451935,0.9313392639160156,0.39130038022994995,-0.5728484392166138,0.31156250834465027,0.46469229459762573,0.9564311504364014,-0.15527622401714325,0.10646974295377731,0.9409759640693665,0.37964096665382385,-0.6392117738723755,0.2192191779613495,0.45900148153305054,1.0039118528366089,-0.22857387363910675,0.09667819738388062,0.9169591665267944,0.3637688457965851,-0.6413483619689941,0.263569176197052,0.47032326459884644,0.9837521314620972,-0.2178260087966919,0.11965546011924744,0.9055221676826477,0.3756183981895447,-0.5811462998390198,0.28174638748168945,0.4862751066684723,0.9619273543357849,-0.16574029624462128,0.14219830930233002,0.7616725564002991,1.0308696031570435,-0.047822754830121994,0.4075213372707367,0.588309645652771,1.0624094009399414,0.0489543080329895,0.16844235360622406,0.7526755928993225,1.48135507106781,0.016304533928632736,0.007943347096443176,0.5825529098510742,1.4868621826171875,0.1070907935500145,0.005880070850253105,0.7528668642044067,1.86684250831604,0.3622266352176666,0.003576811868697405,0.5771363973617554,1.8675535917282104,0.4743926525115967,0.0011964644072577357,0.7566664814949036,1.91385018825531,0.3841049373149872,0.010257132351398468,0.5798007845878601,1.9180457592010498,0.4954403042793274,0.0038269732613116503,0.726664662361145,2.0451431274414062,0.17252114415168762,0.003061486640945077,0.5793168544769287,2.0343732833862305,0.302579790353775,0.0015025229658931494
BYE,0.5730745792388916,0.23224493861198425,-0.6775746941566467,1.0,0.5959678888320923,0.15757016837596893,-0.6612563729286194,1.0,0.6120490431785583,0.15663737058639526,-0.6613930463790894,0.9999902248382568,0.6282738447189331,0.15303492546081543,-0.6614675521850586,1.0,0.555378794670105,0.16424599289894104,-0.6505571603775024,1.0,0.5406708717346191,0.16470882296562195,-0.650826632976532,0.9999798536300659,0.5257099270820618,0.16541187465190887,-0.651217520236969,1.0,0.6611077189445496,0.16097556054592133,-0.4634395241737366,0.9999873638153076,0.5182299017906189,0.1803680658340454,-0.40808194875717163,0.999971866607666,0.6104921102523804,0.28258031606674194,-0.5959895253181458,0.9999046325683594,0.5549931526184082,0.2891984283924103,-0.5787579417228699,0.9998756647109985,0.773464560508728,0.3667260408401489,-0.3170492351055145,0.9995606541633606,0.47152942419052124,0.4589603543281555,-0.2326880246400833,0.9945387244224548,0.927099347114563,0.5240577459335327,-0.3993804156780243,0.8772421479225159,0.47141045331954956,0.8311833143234253,-0.10088328272104263,0.39306890964508057,0.9085142016410828,0.48114514350891113,-0.7656668424606323,0.4925614893436432,0.500475287437439,0.947121262550354,-0.1880655139684677,0.1256643682718277,0.9063454866409302,0.46048080921173096,-0.8667033910751343,0.39342832565307617,0.5059403777122498,0.99018794298172,-0.24155151844024658,0.12433405965566635,0.8814108967781067,0.4110487699508667,-0.857459545135498,0.4428272545337677,0.5178968906402588,0.9731407761573792,-0.2684485912322998,0.14748428761959076,0.8731721639633179,0.42511555552482605,-0.7763705849647522,0.4580806791782379,0.5281888842582703,0.9495612978935242,-0.20551864802837372,0.16968879103660583,0.7521634697914124,1.0346505641937256,-0.04833986610174179,0.27461016178131104,0.5779420137405396,1.059138298034668,0.04955846443772316,0.1273985207080841,0.7440986633300781,1.498660922050476,0.006152676418423653,0.009684789925813675,0.5733547806739807,1.4906034469604492,0.09734349697828293,0.009390345774590969,0.7397434711456299,1.887513518333435,0.3807466924190521,0.0017607167828828096,0.5690996646881104,1.8724132776260376,0.5072630643844604,0.00105516635812819,0.7429808378219604,1.936552882194519,0.40505194664001465,0.0056360079906880856,0.5724419355392456,1.9263378381729126,0.5321601033210754,0.00377864483743906,0.7123764753341675,2.0698037147521973,0.18023723363876343,0.0015896048862487078,0.5719453692436218,2.0394060611724854,0.32135459780693054,0.00110672099981457
BYE,0.5729257464408875,0.22748225927352905,-0.7665453553199768,1.0,0.5943962931632996,0.1557202935218811,-0.745698094367981,1.0,0.610456109046936,0.15446969866752625,-0.7457895278930664,0.9999969005584717,0.6266387104988098,0.15182451903820038,-0.745804488658905,1.0,0.5529524087905884,0.16314589977264404,-0.7340201735496521,1.0,0.5380703806877136,0.1643354892730713,-0.7342514395713806,0.9999940395355225,0.5230939388275146,0.16585665941238403,-0.7346826195716858,1.0,0.6604388952255249,0.15861520171165466,-0.5280742049217224,0.9999960660934448,0.5152493715286255,0.18169397115707397,-0.46599966287612915,0.9999924898147583,0.6117818355560303,0.27906063199043274,-0.6798155903816223,0.9999654293060303,0.5559195876121521,0.28765586018562317,-0.6610409021377563,0.9999635219573975,0.7809968590736389,0.3731970489025116,-0.37173283100128174,0.9997581839561462,0.4721372723579407,0.45686477422714233,-0.26702025532722473,0.9984610080718994,0.94120854139328,0.574837863445282,-0.4203636050224304,0.9074828624725342,0.4558344781398773,0.7953653335571289,-0.11891929805278778,0.32928231358528137,0.9283660054206848,0.46783193945884705,-0.8802536725997925,0.5928516983985901,0.45915132761001587,0.906901478767395,-0.2161026895046234,0.12002353370189667,0.9288569688796997,0.43445730209350586,-0.9889520406723022,0.47812187671661377,0.4557550847530365,0.9486157894134521,-0.25861644744873047,0.12162270396947861,0.9011848568916321,0.38586708903312683,-0.9844306111335754,0.5397039651870728,0.46688491106033325,0.9276257753372192,-0.29985329508781433,0.14945630729198456,0.8922220468521118,0.40482568740844727,-0.8942295908927917,0.5527755618095398,0.4796938896179199,0.9101367592811584,-0.23859429359436035,0.17724619805812836,0.7533519268035889,1.0504064559936523,-0.04884718358516693,0.11870044469833374,0.5705075860023499,1.0690362453460693,0.0501832477748394,0.06222061440348625,0.7440112829208374,1.5184046030044556,0.01693899556994438,0.0072883665561676025,0.5675361156463623,1.5100992918014526,0.10730095952749252,0.008266850374639034,0.7391806840896606,1.9134132862091064,0.4223964214324951,0.0019212689949199557,0.562980055809021,1.9004368782043457,0.5537420511245728,0.0011273522395640612,0.7428104281425476,1.9655349254608154,0.4486910402774811,0.005302302073687315,0.5662135481834412,1.9586749076843262,0.5812141299247742,0.003268092405050993,0.7119649052619934,2.0916786193847656,0.21117934584617615,0.0020472051110118628,0.5658046007156372,2.0620810985565186,0.36180245876312256,0.0011994998203590512
BYE,0.5749834775924683,0.22344587743282318,-0.9872151613235474,1.0,0.5979433059692383,0.15242896974086761,-0.9546955823898315,1.0,0.6144942045211792,0.1511191874742508,-0.954825222492218,0.9999995231628418,0.6311313509941101,0.14906102418899536,-0.9547625780105591,1.0,0.554878830909729,0.15876881778240204,-0.9430917501449585,1.0,0.5394304394721985,0.15990020334720612,-0.9433854818344116,0.9999991655349731,0.5239447951316833,0.1613427847623825,-0.9438856244087219,1.0,0.6643432378768921,0.15959599614143372,-0.6892726421356201,0.9999992847442627,0.5143652558326721,0.18154381215572357,-0.6303618550300598,0.9999991655349731,0.6135914921760559,0.27817752957344055,-0.8840872645378113,0.9999881982803345,0.5552616119384766,0.285825252532959,-0.8659459352493286,0.9999905824661255,0.7868403196334839,0.4021154046058655,-0.501032829284668,0.9996141195297241,0.46563592553138733,0.46423330903053284,-0.39055100083351135,0.9986500144004822,0.9459652900695801,0.6729625463485718,-0.6450134515762329,0.9103423357009888,0.45975202322006226,0.8291409015655518,-0.23318281769752502,0.35670188069343567,0.9388933181762695,0.480826735496521,-1.057271957397461,0.6238925457000732,0.4698706269264221,0.9506592750549316,-0.35870733857154846,0.20819345116615295,0.9459177255630493,0.4206301271915436,-1.1632033586502075,0.4979303181171417,0.4678431451320648,0.9968702793121338,-0.40372976660728455,0.20043805241584778,0.9068430662155151,0.36856186389923096,-1.162466049194336,0.5777212977409363,0.47835326194763184,0.9659910202026367,-0.4466938078403473,0.2461840659379959,0.8932255506515503,0.39576631784439087,-1.0737450122833252,0.5791058540344238,0.4908375144004822,0.9443297386169434,-0.3821648955345154,0.27761533856391907,0.7595928311347961,1.0631823539733887,-0.04885844886302948,0.02425789274275303,0.5667983293533325,1.0888864994049072,0.05019809678196907,0.01707136631011963,0.7491925954818726,1.529575228691101,0.01724042370915413,0.008300821296870708,0.5689151287078857,1.5435541868209839,0.08975867927074432,0.014979176223278046,0.7391899824142456,1.9358452558517456,0.4664384424686432,0.0025205921847373247,0.5672467350959778,1.9392898082733154,0.5795251727104187,0.0018799423705786467,0.7427563667297363,1.9865219593048096,0.495775043964386,0.0069538140669465065,0.5689381957054138,1.9969592094421387,0.6110802292823792,0.004459829069674015,0.7104884386062622,2.123187780380249,0.22752341628074646,0.002723898272961378,0.5719093084335327,2.106078863143921,0.37231573462486267,0.0018696828046813607
BYE,0.5734187364578247,0.22580988705158234,-0.9846742749214172,1.0,0.5972374081611633,0.15238533914089203,-0.9550067186355591,1.0,0.6140897274017334,0.14996035397052765,-0.9551295042037964,0.9999991655349731,0.6310301423072815,0.1470656394958496,-0.9550832509994507,1.0,0.5529123544692993,0.15956614911556244,-0.9422783851623535,1.0,0.5372114777565002,0.16092659533023834,-0.9425522685050964,0.9999982118606567,0.5214982628822327,0.162606880068779,-0.9431558847427368,1.0,0.6663317084312439,0.1595357358455658,-0.6942868232727051,0.9999990463256836,0.5121380686759949,0.18275736272335052,-0.6327096223831177,0.9999978542327881,0.6134751439094543,0.2799977958202362,-0.8821125030517578,0.999984860420227,0.5543150901794434,0.2884976863861084,-0.8632591366767883,0.9999858140945435,0.794262170791626,0.4066113829612732,-0.5013023614883423,0.9997431635856628,0.4631177484989166,0.4630557596683502,-0.38696664571762085,0.9992313385009766,0.9672569036483765,0.7007536888122559,-0.6653784513473511,0.9767579436302185,0.4450151026248932,0.8101605772972107,-0.20209047198295593,0.41862037777900696,0.9587045907974243,0.46842628717422485,-1.0799492597579956,0.9182426929473877,0.4229199290275574,0.8816452026367188,-0.34342944622039795,0.341885507106781,0.9610554575920105,0.3876834511756897,-1.192758321762085,0.8237337470054626,0.40991106629371643,0.9151477217674255,-0.3714112341403961,0.30121490359306335,0.9348678588867188,0.3302226662635803,-1.1725770235061646,0.8569921255111694,0.4171370565891266,0.8854960203170776,-0.439939022064209,0.3574710786342621,0.9219374656677246,0.3651926815509796,-1.0883749723434448,0.8544378876686096,0.4325784146785736,0.872125506401062,-0.34942713379859924,0.40587663650512695,0.7603181600570679,1.0781888961791992,-0.04881516844034195,0.021372009068727493,0.5603440999984741,1.1115195751190186,0.050069063901901245,0.015727311372756958,0.7451366186141968,1.5668036937713623,0.08197534829378128,0.006716188043355942,0.561832845211029,1.5730531215667725,0.12776070833206177,0.011877601966261864,0.7305599451065063,1.9777276515960693,0.5575968027114868,0.0024449133779853582,0.5565605163574219,1.9738805294036865,0.6700000166893005,0.001348266494460404,0.7347932457923889,2.03139066696167,0.5904548764228821,0.006885488983243704,0.5564783811569214,2.0337655544281006,0.7063602805137634,0.003449090290814638,0.70018470287323,2.1583619117736816,0.3381054997444153,0.003107709577307105,0.5629868507385254,2.1373980045318604,0.4912015497684479,0.0016530952416360378
BYE,0.5750755667686462,0.22529742121696472,-0.829194188117981,1.0,0.597525954246521,0.1515122950077057,-0.8007891774177551,1.0,0.6138752698898315,0.14829523861408234,-0.8008458018302917,0.9999996423721313,0.6303154230117798,0.14469130337238312,-0.800838828086853,1.0,0.5541630983352661,0.15947043895721436,-0.7909916043281555,1.0,0.5387119054794312,0.16107572615146637,-0.7912821173667908,0.9999988079071045,0.5232540369033813,0.16296015679836273,-0.7917389273643494,1.0,0.6643330454826355,0.15955933928489685,-0.557881236076355,0.9999995231628418,0.513687789440155,0.18352603912353516,-0.5067382454872131,0.9999982118606567,0.614313542842865,0.2796367108821869,-0.7328683137893677,0.9999908208847046,0.5565049648284912,0.28896254301071167,-0.7170741558074951,0.9999871253967285,0.7876588106155396,0.4085884392261505,-0.38256269693374634,0.9998815059661865,0.4671808183193207,0.4560738503932953,-0.281394898891449,0.9993544220924377,0.9597489237785339,0.6923651099205017,-0.48881036043167114,0.9663884043693542,0.4395345151424408,0.7800180315971375,-0.027753610163927078,0.5706090331077576,0.9480879902839661,0.4675289988517761,-0.8383952975273132,0.8475885987281799,0.4246216416358948,0.8580828905105591,-0.026549195870757103,0.4735734462738037,0.9540328979492188,0.38849130272865295,-0.9380925297737122,0.7305991649627686,0.413615882396698,0.8930094242095947,-0.03620382398366928,0.44849345088005066,0.9240671992301941,0.3320845663547516,-0.921733558177948,0.7749834656715393,0.42680755257606506,0.8695732951164246,-0.09066484868526459,0.5036697387695312,0.9122616052627563,0.36714816093444824,-0.8470145463943481,0.79061359167099,0.4421403408050537,0.858231782913208,-0.04696715623140335,0.5489383935928345,0.7552205324172974,1.0948609113693237,-0.049125026911497116,0.022337518632411957,0.5585318803787231,1.120567798614502,0.05029541999101639,0.013938024640083313,0.7370463609695435,1.5888359546661377,0.03494740650057793,0.0029012716840952635,0.5554698705673218,1.5877009630203247,0.09233710914850235,0.007160866633057594,0.7235317826271057,2.0021917819976807,0.4425875246524811,0.001807925757020712,0.5457852482795715,1.9906892776489258,0.5599090456962585,0.0010307113407179713,0.7287572622299194,2.056896686553955,0.46850305795669556,0.005621294490993023,0.5452934503555298,2.0514585971832275,0.5868435502052307,0.002590344985947013,0.6910936832427979,2.182528495788574,0.24391956627368927,0.0025572122540324926,0.5505138039588928,2.1544177532196045,0.3871702551841736,0.0012588701210916042
